"","node1","node2","length","startLon","startLat","endLon","endLat","endNodeL","startNodeL","startYear","endYear"
"mcc_tab1",1390,1391,0.08984959175169,5.00121841320134,52.2045107531154,4.99732515243641,52.1448845063736,0.08984959175169,0,2020.76121303503,2020.85106262678
"",1390,2217,0.09267914558467,5.00121841320134,52.2045107531154,4.94212452698579,52.3159414237752,0.09267914558467,0,2020.76121303503,2020.85389218061
"",2217,2218,0.003485757289439,4.94212452698579,52.3159414237752,4.95982657807683,52.3423175069551,0.096164902874109,0.09267914558467,2020.85389218061,2020.8573779379
"",2217,2634,0.02160124117206,4.94212452698579,52.3159414237752,4.93211656761016,52.3662991211254,0.11428038675673,0.09267914558467,2020.85389218061,2020.87549342178
"",2634,2650,0.001616300473371,4.93211656761016,52.3662991211254,4.92467042289336,52.3676059000214,0.115896687230101,0.11428038675673,2020.87549342178,2020.87710972226
"",2634,2635,0.005867967594096,4.93211656761016,52.3662991211254,4.83713500996311,51.993823111006,0.120148354350826,0.11428038675673,2020.87549342178,2020.88136138938
"",1391,1392,0.03147924135008,4.99732515243641,52.1448845063736,4.97750254173292,52.1365020880125,0.12132883310177,0.08984959175169,2020.85106262678,2020.88254186813
"",1392,1565,0.007778549283072,4.97750254173292,52.1365020880125,4.98973900308302,52.122258820085,0.129107382384842,0.12132883310177,2020.88254186813,2020.89032041741
"",2218,2481,0.03675141293074,4.95982657807683,52.3423175069551,4.93465262716282,52.3582562237756,0.132916315804849,0.096164902874109,2020.8573779379,2020.89412935083
"",1392,1393,0.02358584152489,4.97750254173292,52.1365020880125,4.95541808601691,52.1332782776695,0.14491467462666,0.12132883310177,2020.88254186813,2020.90612770965
"",2481,2482,0.01300885196228,4.93465262716282,52.3582562237756,4.91264424878868,52.3607140532563,0.145925167767129,0.132916315804849,2020.89412935083,2020.90713820279
"",1565,1576,0.01713655522025,4.98973900308302,52.122258820085,4.99182591433178,52.1236646745658,0.146243937605092,0.129107382384842,2020.89032041741,2020.90745697263
"",2481,2536,0.01335181587612,4.93465262716282,52.3582562237756,4.90171172938629,52.4071231382845,0.146268131680969,0.132916315804849,2020.89412935083,2020.90748116671
"",2218,2219,0.05022585592145,4.95982657807683,52.3423175069551,4.99404846688615,52.4708119410809,0.146390758795559,0.096164902874109,2020.8573779379,2020.90760379382
"",1393,1408,0.001831492959462,4.95541808601691,52.1332782776695,4.94900265155191,52.1236590392452,0.146746167586122,0.14491467462666,2020.90612770965,2020.90795920261
"",1576,1577,0.0008961947364812,4.99182591433178,52.1236646745658,5.04084960557919,52.0786942309469,0.147140132341573,0.146243937605092,2020.90745697263,2020.90835316737
"",2482,2483,0.001646844177288,4.91264424878868,52.3607140532563,4.89541857802048,52.3589884698864,0.147572011944417,0.145925167767129,2020.90713820279,2020.90878504697
"",2483,2497,0.0001478996788343,4.89541857802048,52.3589884698864,4.89100871441739,52.3539051435139,0.147719911623251,0.147572011944417,2020.90878504697,2020.90893294665
"",2219,2420,0.002056866529592,4.99404846688615,52.4708119410809,5.01810143201937,52.5227641017532,0.148447625325151,0.146390758795559,2020.90760379382,2020.90966066035
"",1393,1394,0.003544973786773,4.95541808601691,52.1332782776695,4.92793445976559,52.1280942846957,0.148459648413433,0.14491467462666,2020.90612770965,2020.90967268344
"",1576,1965,0.002334062682236,4.99182591433178,52.1236646745658,5.00169597845693,52.1302565120632,0.148578000287328,0.146243937605092,2020.90745697263,2020.90979103531
"",2536,2537,0.004088001294425,4.90171172938629,52.4071231382845,4.9008871613142,52.4278703846128,0.150356132975394,0.146268131680969,2020.90748116671,2020.911569168
"",2219,2220,0.003996095871496,4.99404846688615,52.4708119410809,4.99479491500656,52.5210467355698,0.150386854667055,0.146390758795559,2020.90760379382,2020.91159988969
"",1965,2173,0.004680881142504,5.00169597845693,52.1302565120632,5.03055537770747,52.0954705586218,0.153258881429832,0.148578000287328,2020.90979103531,2020.91447191646
"",1408,1409,0.007793468076932,4.94900265155191,52.1236590392452,4.94777656785028,52.1167183889927,0.154539635663054,0.146746167586122,2020.90795920261,2020.91575267069
"",1577,1641,0.007663671621072,5.04084960557919,52.0786942309469,5.02027705979632,52.0618652781435,0.154803803962645,0.147140132341573,2020.90835316737,2020.91601683899
"",2220,2221,0.008149456937362,4.99479491500656,52.5210467355698,4.98856007559786,52.5382554315767,0.158536311604417,0.150386854667055,2020.91159988969,2020.91974934663
"",1965,1966,0.0134193912219,5.00169597845693,52.1302565120632,4.93278056698266,52.157196931937,0.161997391509228,0.148578000287328,2020.90979103531,2020.92321042654
"",2537,2538,0.01346176215454,4.9008871613142,52.4278703846128,4.94399257493242,52.393097671447,0.163817895129934,0.150356132975394,2020.911569168,2020.92503093016
"",2173,2177,0.01073757082099,5.03055537770747,52.0954705586218,5.07271997437861,52.1119212189913,0.163996452250822,0.153258881429832,2020.91447191646,2020.92520948728
"",2482,1145,0.01909141499254,4.91264424878868,52.3607140532563,4.88539999999937,52.3672999999959,0.165016582759669,0.145925167767129,2020.90713820279,2020.92622961779
"",2220,2393,0.01539801864554,4.99479491500656,52.5210467355698,5.09195823563115,52.6371412341928,0.165784873312595,0.150386854667055,2020.91159988969,2020.92699790834
"",2420,2421,0.01962681757782,5.01810143201937,52.5227641017532,5.04006300718793,52.583785906314,0.168074442902971,0.148447625325151,2020.90966066035,2020.92928747793
"",2421,2422,7.293731395841e-05,5.04006300718793,52.583785906314,5.0423227535262,52.5827416499347,0.168147380216929,0.168074442902971,2020.92928747793,2020.92936041524
